Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår,Sphericity (mesh),Fill-ratio (mesh),Inertia-ratio (mesh),"Kompleksitet (mesh, log10 v/a)",Konveks hylster-volum (m³)
Stol (NMK.2015.0285),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2015.0285_bguw.png,1904.0,"Eik, Strå",Beiset eller vokset eik med sete av flettet strå,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2015.0285,NMK.2015.0285,England,,1914.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2015.0285.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=111460.tif&size=full,"Kunstindustri, Møbel",Kjøpt 2015,,Jugend,"Fletting, Tapping",51.0,Ca. 1904,49.0,100.0,Stol,1900-talet,0.7616884200202618,0.647997527207565,0.4020246591352596,5.220061361484779,0.1584637932372189
SA 590,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2015.0335_bguw.png,1986.0,"Bøk, Kryssfiner","Lakkert kryssfinér og sortlakkert bøk, setetrekk i skai",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2015.0335,NMK.2015.0335,Sverige,,1986.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2015.0335.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=114126.tif&size=full,"Design, Møbel",Gave 2015,46.0,Postmodernisme,"Formbøying, Polstring, Skruing",,1986 (design),50.0,82.0,Stol,1900-talet,0.8214820277679128,0.6108689838909505,0.4032489502849777,5.464227598583539,0.1069292471147332
Stol (NMK.2016.0133),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0133_bguw.png,1980.0,"Furu, Metall, Polyuretan, Tekstil","Limt furutre, sete og ryggstøtte polstret med polyuretanskum og trukket med sort tekstil.",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0133,NMK.2016.0133,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0133.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=144267.tif&size=full,"Industridesign, Møbel, Prototyp",Gave 2016,29.0,Postmodernisme,"Lakkering, Liming, Saging, Tapetsering",59.0,1980- eller 1990-tallet,56.0,92.0,Stol,1900-talet,0.8551387138278239,0.6453945851382227,0.587678415584325,5.335705022266736,0.1924449562021608
Stol (NMK.2016.0134),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0134_bguw.png,1980.0,"Kryssfiner, Polyuretan, Stål, Tekstil","Formbøyd, laminert treverk, armlener i bøyd stål og puter trukket i sort tekstil",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0134,NMK.2016.0134,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0134.glb,,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=143742.tif&size=full,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,"Laminering, Stopping",59.0,1980- eller 1990-tallet,59.0,95.0,Stol,1900-talet,0.8629247126403181,0.5111758453104562,0.5788809019853871,5.307419818652057,0.1960730040469993
Ekstrem originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0135.001_bguw.png,1972.0,Stålrør,Bøyde stålrør,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0135.001,NMK.2016.0135.001,Norge,,1972.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0135.001.glb,4.5,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=142188.tif&size=full,"Industridesign, Møbel",Gave 2016,,Funksjonalisme,,63.0,1972,61.0,74.5,Stol,1900-talet,0.8108908957215539,0.7037701670339317,0.7151711444571182,5.5549785544690815,0.1956040948824192
Ekstrem originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0135.002_bguw.png,1972.0,"Polyuretan, Stål",Bøyde stålrør dekket med polyuretanskum,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0135.002,NMK.2016.0135.002,Norge,,1972.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0135.002.glb,18.0,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=143736.tif&size=full,"Industridesign, Møbel",Gave 2016,,Funksjonalisme,,67.0,1972,89.0,42.0,Stol,1900-talet,0.8289717945674426,0.758076971518095,0.5338616739172406,5.485138395593825,0.1591756672296378
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0136_bguw.png,1980.0,"Kryssfiner, Stål",Formbøyd kryssfiner sammensatt med ståldeler,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0136,NMK.2016.0136,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0136.glb,,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=142186.tif&size=full,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,Formbøying,55.0,Mellom 1980 og 2013,50.0,101.0,Stol,1900-talet,0.8442678450509108,0.4874048768353549,0.4990265903906918,5.282844971404424,0.1795185470169523
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0137.001_bguw.png,1980.0,Kryssfiner,Formbøyd kryssfinér,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.001,NMK.2016.0137.001,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0137.001.glb,,Noreg,https://dms01.dimu.org/image/019EGKhVTD7Qg?dimension=1200x1200,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,Formbøying,20.0,Mellom 1980 og 2013,49.0,70.0,Stol,1900-talet,0.7286728104198796,0.3981897760321911,0.2268063097532563,5.598683217008722,0.0176496478481311
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0137.002_bguw.png,1980.0,Kryssfiner,Formbøyd kryssfinér,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.002,NMK.2016.0137.002,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0137.002.glb,,,https://dms01.dimu.org/image/019EGKhP95BqA?dimension=1200x1200,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,Formbøying,12.0,Mellom 1980 og 2013,40.0,114.0,Stol,1900-talet,0.5728821989693696,0.3500753292068758,0.1324991499195398,3.384499985112746,30.23297723314425
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0137.003_bguw.png,1980.0,Kryssfiner,Formbøyd kryssfinér,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.003,NMK.2016.0137.003,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0137.003.glb,,,https://dms01.dimu.org/image/019EGKhP95Buh?dimension=1200x1200,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,Formbøying,23.0,Mellom 1980 og 2013,56.0,74.0,Stol,1900-talet,0.7415646884493658,0.5218713153219662,0.2987131703119092,4.604654775881922,1.364678576167812
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0137.004_bguw.png,1980.0,Kryssfiner,Formbøyd kryssfinér,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.004,NMK.2016.0137.004,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0137.004.glb,,,https://dms01.dimu.org/image/019EGKhP95BqC?dimension=1200x1200,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,Formbøying,11.0,Mellom 1980 og 2013,43.0,102.0,Stol,1900-talet,0.5828316874973202,0.3557657777956556,0.1312426072641417,3.472076390199239,19.00517725506243
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0137.005_bguw.png,1980.0,Kryssfiner,Formbøyd kryssfinér,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.005,NMK.2016.0137.005,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0137.005.glb,,,https://dms01.dimu.org/image/019EGKhP95Buc?dimension=1200x1200,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,Formbøying,13.0,Mellom 1980 og 2013,38.5,85.0,Stol,1900-talet,0.6527849900320402,0.5668645663228283,0.1245904625662942,3.8629188516814112,3.5337059543099216
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0137.006_bguw.png,1980.0,Kryssfiner,Formbøyd kryssfinér,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.006,NMK.2016.0137.006,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0137.006.glb,,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=144126.tif&size=full,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,Formbøying,13.7,Mellom 1980 og 2013,45.0,122.0,Stol,1900-talet,0.6250686820745391,0.4377443441688433,0.179173793504266,3.4487734292576198,21.13230728847711
Mini Curve originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0141_bguw.png,2005.0,"Kryssfiner, Polyetylen, Stål, Tekstil","Sortmalt, formbøyd kryssfinér, setet trukket i sort tekstil",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0141,NMK.2016.0141,Oslo,,2005.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0141.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=142189.tif&size=full,"Industridesign, Møbel, Prototyp",Gave 2016,,Samtidsdesign,"Formbøying, Stopping",40.0,2005,33.0,93.0,Stol,2000-talet,0.7886074501216275,0.4398076053061931,0.3025129905495607,5.341486648893651,0.0580620719384576
Mini version 2 originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0142_bguw.png,2005.0,"Finer, Metall","Formbøyd, laminert tre, sete av skumputer",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0142,NMK.2016.0142,Oslo,,2005.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0142.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=142184.tif&size=full,"Industridesign, Møbel, Prototyp",Gave 2016,,Samtidsdesign,Formbøying,38.0,2005,35.0,103.5,Stol,2000-talet,0.7548058382911949,0.3835858565622166,0.2011595682508178,5.23290549088801,0.0532885649995879
Ekstrem-elevpult og stol,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2016.0144_bguw.png,1997.0,"Finer, Stålrør","Sete og bordplate i laminert finer, festet i stativ av lakkerte stålrør",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0144,NMK.2016.0144,Oslo,,1997.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2016.0144.glb,,,https://dms01.dimu.org/image/019EGKhP92VuL?dimension=1200x1200,"Industridesign, Møbel, Prototyp",Gave 2016,,Postmodernisme,"Saging, Sveising",69.0,1997,112.0,91.0,Stol,1900-talet,0.8444463718392108,0.5176236496297952,0.5743393163283834,5.195758830518838,0.3896139091176603
Frontal II,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2017.0169_bguw.png,1983.0,"Bøk, Kryssfiner, Tekstil",Tekstilkledt formbøyet laminert bøk,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2017.0169,NMK.2017.0169,,,1983.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2017.0169.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=163950.tif&size=full,"Design, Møbel",Gave 2017,,Postmodernisme,"Laminering, Polstring, Skruing",60.0,1983,,46.0,Stol,1900-talet,0.6579443689046295,0.3317991648512522,0.1490201283765367,4.935214408952567,0.1304299719404699
T.t.s / 2003,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0110_bguw.png,2003.0,"Eik, Palisander",Oljet eik med innfelt palisander og polstret skinn,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0110,NMK.2018.0110,,,2003.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0110.glb,,,https://dms01.dimu.org/image/019EGKhGbY249?dimension=1200x1200,"Design, Møbel",Kjøp 2018,,Samtidsdesign,"Innfelling, Polstring",58.0,2003,53.0,78.5,Stol,2000-talet,0.8373580188055436,0.5895579509559984,0.5044832275335919,5.4543932499322025,0.1321895813701462
Louis Ghost,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0221_bguw.png,2002.0,Polykarbonat,Støpt stol i transparent rosa farget polykarbonat,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0221,NMK.2018.0221,,,2002.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0221.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2018.0221.tif&size=full,"Design, Møbel",Gave 2018,,Samtidsdesign,,52.5,2002,57.0,93.0,Stol,2000-talet,0.8265046827815621,0.6496366048601896,0.483027761274947,5.308220166428143,0.1643315775009462
Ply-Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0382_bguw.png,2019.0,Kryssfiner,Fernissering og skruing på Kryssfiner,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0382,NMK.2018.0382,,,2019.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0382.glb,,,https://dms01.dimu.org/image/019EGKhGbW1AX?dimension=1200x1200,"Design, Møbel",Gave 2018,,Samtidsdesign,"Fernissering, Skruing",39.4,2019 (Design 1988),47.0,83.0,Stol,2000-talet,0.7821614713452002,0.7780976694761064,0.4390839960910913,5.361421812622,0.1122217294157883
Tip Ton,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0383_bguw.png,2011.0,Polypropylen,Støpt farget polypropylen,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0383,NMK.2018.0383,,,2011.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0383.glb,,,https://dms01.dimu.org/image/019EGKhGbWg41?dimension=1200x1200,"Design, Møbel",Gave 2018,,Samtidsdesign,,50.9,Design 2011,55.5,78.6,Stol,2000-talet,0.8111320980895804,0.6049702730194954,0.6378901914051622,5.4515521743197,0.1394202300877207
Scandia Jr.,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0423_bguw.png,1960.0,"Bøk, Kryssfiner, Palisander, Stål",Formbøyd finert kryssfiner på sveiset sttålunderstell,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0423,NMK.2018.0423,Stordal,,1970.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0423.glb,,Noreg,https://dms01.dimu.org/image/019EGKhGbY2D6?dimension=1200x1200,"Design, Industridesign, Møbel",Kjøpt 2018,,Funksjonalisme,"Formbøying, Skruing",47.5,Ca. 1960,56.0,76.0,Stol,1900-talet,0.7980556637298337,0.5304602351061829,0.562938046524296,5.524909737339978,0.1051831760174654
Oaki,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0430_bguw.png,2018.0,"Eik, Kryssfiner",Oljet eik og kryssfiner,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0430,NMK.2018.0430,,,2018.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0430.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2018.0430.tif&size=full,"Design, Møbel","Gave, 2018",,Samtidsdesign,,57.0,2018,52.2,75.5,Stol,2000-talet,0.8494724260464311,0.6237550003938718,0.5654459084880348,5.520284977442263,0.1384696898101987
Knut,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0468_bguw.png,2018.0,Eik,Vevd stoff på eik med synteiske fibre,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0468,NMK.2018.0468,,,2018.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0468.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2018.0468.tif&size=full,"Design, Møbel",Kjøpt 2018,,Samtidsdesign,"Plugging, Skruing",64.0,2018,72.5,80.5,Stol,2000-talet,0.8204994897297218,0.6989617515795105,0.7007134017890594,5.500775100835382,0.2610209036530476
Playwood,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2018.0486_bguw.png,2016.0,"Bøk, Kryssfiner",Sammensatt kryssfiner,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0486,NMK.2018.0486,,,2016.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0486.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2018.0486.tif&size=full,"Design, Møbel, Prototyp","2018-2018, Gave",,Samtidsdesign,"Skruing, Tapping",52.0,2016 (design 2005),50.0,92.0,Stol,2000-talet,0.8171697968045799,0.6665252320590938,0.519087071655208,5.27245146773228,0.162624034720734
Strata,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2020.0270_bguw.png,2020.0,Betong,"Skåret, uthullet og pigmentert betong",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2020.0270,NMK.2020.0270,,,2020.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2020.0270.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=111615.tif&size=full,Møbel,"2020-2020, Kjøp, Tron Meyer, 1983",,Samtidsdesign,"Skjæring, Sliping",37.1,2020,,37.4,Stol,2000-talet,0.8420827086035909,0.7689454570618228,0.8240702132342604,6.145014346535888,0.0274233049716893
Strata,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2020.0271_bguw.png,2020.0,Betong,"Skåret, uthullet og pigmentert betong",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2020.0271,NMK.2020.0271,,,2020.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2020.0271.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=94861.tif&size=full,Møbel,"Kjøp, Tron Meyer, 1983",,Samtidsdesign,"Skjæring, Sliping",37.0,2020,,38.0,Stol,2000-talet,0.7932783702810048,0.6146118407698027,0.4473726169258123,6.087815311008323,0.0087666104616787
Strata,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2020.0272_bguw.png,2020.0,Betong,"Skåret, uthullet og pigmentert betong",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2020.0272,NMK.2020.0272,,,2020.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2020.0272.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=07162.tif&size=full,Møbel,"2020-2020, Kjøp, Tron Meyer, 1983",,Samtidsdesign,"Skjæring, Sliping",36.9,2020,,37.3,Stol,2000-talet,0.792050809683344,0.6441292490888685,0.456135629028532,6.104550934560492,0.0088532476330758
Strata,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2020.0273_bguw.png,2020.0,Betong,"Skåret, uthullet og pigmentert betong",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2020.0273,NMK.2020.0273,,,2020.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2020.0273.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=07196.tif&size=full,Møbel,"2020-2020, Kjøp, Tron Meyer, 1983",,Samtidsdesign,"Skjæring, Sliping",37.0,2020,,37.3,Stol,2000-talet,0.8301303462751577,0.5160592939331955,0.4583590649828226,6.148143822600431,0.0085933738740988
Ecco 01,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2021.0137_bguw.png,1970.0,"Skumplast, Stålrør, Tekstil",Bøyde stålrør med polstret kaldskum og tekstil,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2021.0137,NMK.2021.0137,Sykkylven / Møre og Romsdal / Norge,,1971.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2021.0137.glb,8.4,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2021.0137.tif&size=full,"Design, Møbel",Kjøpt 2021,,Funksjonalisme,"Formbøying, Polstring",78.0,1970 (design) 1971 (produksjon),101.0,68.0,Stol,1900-talet,0.8684049265056796,0.8053479761340568,0.6356342862016346,5.214378926283184,0.4881325859075039
"Delegatarmstol, Sikkerhetsrådets sal, FN-bygningen, New York",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2021.0149_bguw.png,1952.0,"Bjørk, Mahogni, Tekstil",Polstret ullstoff over mahogni og bjørk,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2021.0149,NMK.2021.0149,,,1952.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2021.0149.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2021.0149+02.tif&size=full,"Design, Møbel",Kjøpt 2021,,Funksjonalisme,"Fernissering, Polstring",66.0,1952; 1952; 1952,64.0,89.0,Armstol,1900-talet,0.8524815241453076,0.6091890180639906,0.5889975648506155,5.353845505433011,0.2175922958826155
Balans Femini,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/NMK.2021.0204_bguw.png,1983.0,"Skumplast, Stålrør, Tre, Ull","Polstert ullstoff, dreid tre og støpt stål",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2021.0204,NMK.2021.0204,,,1983.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2021.0204.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2021.0204.tif&size=full,"Design, Møbel",Kjøpt 2021,,Postmodernisme,"Polstring, Skruing",63.0,1983,70.0,95.0,Stol,1900-talet,0.83549577900459,0.4833808825042535,0.4753060849127214,5.344931205531059,0.2286378077496172
